id,title,summary,authors,primary_category,categories
astro-ph/0001246v1,The Chandrasekhar limit for quark stars,"The Chandrasekhar limit for quark stars is evaluated from simple energy balance relations, as proposed by Landau for white dwarfs or neutron stars. It has been found that the limit for quark stars depends on, in addition to the fundamental constants, the Bag constant.",Shibaji Banerjee; Sanjay K. Ghosh; Sibaji Raha,astro-ph,astro-ph
astro-ph/0001247v2,Suppressing Linear Power on Dwarf Galaxy Halo Scales,"Recently is has been suggested that the dearth of small halos around the Milky Way arises due to a modification of the primordial power spectrum of fluctuations from inflation. Such modifications would be expected to alter the formation of structure from bottom-up to top-down on scales near where the short-scale power has been suppressed. Using cosmological simulations we study the effects of such a modification of the initial power spectrum. While the halo multiplicity function depends primarily on the linear theory power spectrum, most other probes of power are more sensitive to the non-linear power spectrum. Collapse of large-scale structures as they go non-linear regenerates a ``tail'' in the power spectrum, masking small-scale modifications to the primordial power spectrum except at very high-z. Even the small-scale (k>2h/Mpc) clustering of the Ly-alpha forest is affected by this process, so that CDM models with sufficient power suppression to reduce the number of 10^10 Msun halos by a factor of about 5 give similar Ly-alpha forest power spectrum results. We conclude that other observations that depend more directly on the number density of collapsed objects, such as the number of damped Ly-alpha systems, or the redshift of reionization may provide the most sensitive tests of these models.",Martin White; Rupert A. C. Croft,astro-ph,astro-ph
astro-ph/0001248v1,The Observations of Type Ia Supernovae,"The past ten years have seen a tremendous increase in the number of Type Ia supernovae discovered and in the quality of the basic data presented. The cosmological results based on distances to Type Ia events have been spectacular, leading to statistically accurate values of the Hubble constant, Omega_M, and Omega_Lambda. However, in spite of the recent advances, a number of mysteries continue to remain in our understanding of these events. In this short review, I will concentrate on unresolved problems and curious correlations in the data on Type Ia SNe, whose resolution may lead to a deeper understanding of the physical mechanism of the Type Ia supernova explosions.",Nicholas B. Suntzeff,astro-ph,astro-ph
math/0001079v2,"Holistic finite differences accurately model the dynamics of the
  Kuramoto-Sivashinsky equation","We analyse the nonlinear Kuramoto-Sivashinsky equation to develop an accurate finite difference approximation to its dynamics. The analysis is based upon centre manifold theory so we are assured that the finite difference model accurately models the dynamics and may be constructed systematically. The theory is applied after dividing the physical domain into small elements by introducing insulating internal boundaries which are later removed. The Kuramoto-Sivashinsky equation is used as an example to show how holistic finite differences may be applied to fourth order, nonlinear, spatio-temporal dynamical systems. This novel centre manifold approach is holistic in the sense that it treats the dynamical equations as a whole, not just as the sum of separate terms.",T. MacKenzie; A. J. Roberts,math.NA,math.NA
math-ph/0001020v2,"On representation of the P-Q pair solution at the singular point
  neighborhood",The compatible expansion in series of solutions of both the equations of P-Q pair at neighborhood of the singular point is obtained in closed form for regular and irregular singularities. The conservation laws of the system of ordinary differential equations to arise from the compatibility condition of the P-Q pair are derived.,N. V. Ustinov,math-ph,math-ph; math.MP; nlin.SI
math-ph/0001021v2,"Transformations of ordinary differential equations via Darboux
  transformation technique",A new approach for obtaining the transformations of solutions of nonlinear ordinary differential equations representable as the compatibility condition of the overdetermined linear systems is proposed. The corresponding transformations of the solutions of the overdetermined linear systems are derived in the frameworks of the Darboux transformation technique.,N. V. Ustinov,math-ph,math-ph; math.MP; nlin.SI
hep-ph/0001127v1,Constraints on the Gluon Density from Lepton Pair Production,"The hadroproduction of lepton pairs with mass Q and finite transverse momentum Q_T is described in perturbative QCD by the same partonic subprocesses as prompt photon production. We demonstrate that, like prompt photon production, lepton pair production is dominated by quark-gluon scattering in the region Q_T>Q/2. This feature leads to sensitivity to the gluon density in kinematical regimes accessible in collider and fixed target experiments, and it provides a new independent method for constraining the gluon density.",E. L. Berger; M. Klasen,hep-ph,hep-ph
hep-ph/0001128v1,Neutrino Conversions in Active Galactic Nuclei,I discuss the possibility of production of high energy cosmic neutrinos (E \geq 10^{6} GeV) in cores of active galactic nuclei and study some of the effects of neutrino mixing on their subsequent propagation. I also discuss the prospects for observations of these high energy cosmic neutrinos in new km^{2} surface area underwater/ice neutrino telescopes.,Athar Husain,hep-ph,hep-ph; astro-ph
astro-ph/0001249v1,A Unified Scaling Law in Spiral Galaxies,"We investigate the origin of a unified scaling relation in spiral galaxies. Observed spiral galaxies are spread on a plane in the three-dimensionallogarithmic space of luminosity L, radius R and rotation velocity V. The plane is expressed as $L \propto (V R)^{\alpha}$ in I-passband, where $\alpha$ is a constant. On the plane, observed galaxies are distributed in an elongated region which looks like the shape of a surfboard. The well-known scaling relations, L-V (Tully-Fisher relation), V-R (also the Tully-Fisher relation) and R-L (Freeman's law), can be understood as oblique projections of the surfboard-like plane into 2-D spaces. This unified interpretation of the known scaling relations should be a clue to understand the physical origin of all the relations consistently. Furthermore, this interpretation can also explain why previous studies could not find any correlation between TF residuals and radius.   In order to clarify the origin of this plane, we simulate formation and evolution of spiral galaxies with the N-body/SPH method, including cooling, star formation and stellar feedback. Initial conditions are set to isolated 14 spheres with two free parameters, such as mass and angular momentum. The CDM (h=0.5, $\Omega_0=1$) cosmology is considered as a test case. The simulations provide the following two conclusions: (a) The slope of the plane is well reproduced but the zero-point is not. This zero-point discrepancy could be solved in a low density ($\Omega_0<1$) and high expansion (h>0.5) cosmology. (b) The surfboard-shaped plane can be explained by the control of galactic mass and angular momentum.",Jin Koda; Yoshiaki Sofue; Keiichi Wada,astro-ph,astro-ph
hep-th/0001086v2,Boundary Operators in Quantum Field Theory,"The fundamental laws of physics can be derived from the requirement of invariance under suitable classes of transformations on the one hand, and from the need for a well-posed mathematical theory on the other hand. As a part of this programme, the present paper shows under which conditions the introduction of pseudo-differential boundary operators in one-loop Euclidean quantum gravity is compatible both with their invariance under infinitesimal diffeomorphisms and with the requirement of a strongly elliptic theory. Suitable assumptions on the kernel of the boundary operator make it therefore possible to overcome problems resulting from the choice of purely local boundary conditions.",Giampiero Esposito,hep-th,hep-th
astro-ph/0001250v1,Extragalactic H2 and its variable relation to CO,"A steep metallicity dependence of the CO-to-H2 conversion factor X of the form log X = 12.2 - 2.5 log[O]/[H], based on a sample of 20 (extra)galactic determinations, is presented and discussed. The apparently less steep dependence found from millimeter interferometer observations is explained within the context of photon-dominated regions.",F. P. Israel,astro-ph,astro-ph
nucl-th/0001023v1,"Shell Corrections for Finite-Depth Deformed Potentials: Green's Function
  Oscillator Expansion Method","Shell corrections of the finite deformed Woods-Saxon potential are calculated using the Green's function method and the generalized Strutinsky smoothing procedure. They are compared with the results of the standard prescription which are affected by the spurious contribution from the unphysical particle gas. In the new method, the shell correction approaches the exact limit provided that the dimension of the single-particle (harmonic oscillator) basis is sufficiently large. For spherical potentials, the present method is faster than the exact one in which the contribution from the particle continuum states is explicitly calculated. For deformed potentials, the Green's function method offers a practical and reliable way of calculating shell corrections for weakly bound nuclei.",T. Vertse; A. T. Kruppa; W. Nazarewicz,nucl-th,nucl-th
nucl-th/0001024v1,Excitation functions of hadronic observables from SIS to RHIC energies,"We calculate excitation functions for various dynamical quantities as well as experimental observables from SIS to RHIC energies within the HSD transport approach which is based on string, quark, diquark ($q, \bar{q}, qq, \bar{q}\bar{q}$) and hadronic degrees of freedom without including any explicit phase transition to a quark-gluon plasma (QGP). It is argued that the failure of this more 'conventional' approach in comparison to experimental data should indicate the presence of a different phase which might be either attributed to space-time regions of vanishing scalar quark condensate ($<q\bar{q}>$ = 0) or to the presence of a QGP phase with strongly interacting partons. We study the $K/\pi$ ratio, the low mass dilepton enhancement in the invariant mass regime from 0.2 -- 1.2 GeV as well as charmonium suppression for central Au + Au collisions as a function of the bombarding energy and present predictions for these observables as well as hadron rapiditiy distributions at RHIC energies. Whereas all observables studied within HSD show smooth increasing/decreasing excitation functions, the experimental $K^+/\pi^+$ ratio indicates a maximum at 11 A$\cdot$GeV (or above) which is interpreted as a signature for a chirally restored phase in the course of the reaction.",W. Cassing; E. L. Bratkovskaya; S. Juchem,nucl-th,nucl-th
hep-ph/0001129v2,Neutrino Masses and Mixing one Decade from Now,We review the status of neutrino masses and mixings in the light of the solar and atmospheric neutrino data. The result from the LSND experiment is also considered. We discuss the present knowledge and the expected sensitivity to the neutrino mixing parameters in the simplest schemes proposed to reconcile these data some of which include a light sterile neutrino in addition to the three standard ones.,M. C. Gonzalez-Garcia; C. Peña-Garay,hep-ph,hep-ph
astro-ph/0001251v2,"A problem of hypothetical emerging of cosmic background radiation
  photons on horizon in the standard model of universe","The present temperature of cosmic background radiation and the present number density of photons of cosmic background radiation in the observed expansive and isotropic relativistic Universe is in the standard model of universe explained by the assumption of emergence of the photons of cosmic background radiation on the horizon (of the most remote visibility). However, the physical analysis shows unambiguously that this assumption contradicts the special theory of relativity and the quantum mechanics.",V. Skalsky,astro-ph,astro-ph
hep-th/0001087v1,The commutativity principle and lagrangian symmetries,Using the commutativity of a general variation with the time differentiation we discuss both global and local (gauge) symmetries of a lagrangian from a unified point of view. The Noether considerations are thereby applicable for both cases. A complete equivalence between the hamiltonian and lagrangian formulations is established.,R. Banerjee,hep-th,hep-th
hep-ph/0001130v1,"Evolution of twist-three parton distributions in QCD beyond the large
  N_c limit","We formulate a consistent 1/N_c^2 expansion of the QCD evolution equations for the twist-three quark distributions g_2(x,Q^2), h_L(x,Q^2) and e(x,Q^2) based on the interpretation of the evolution as a three-particle quantum-mechanical problem with hermitian Hamiltonian. Each distribution amplitude can be decomposed in contributions of partonic components with DGLAP-type scale dependence. We calculate the 1/N_c^2 corrections to the evolution of the dominant component with the lowest anomalous dimension - the only one that survives in the large-N_c limit - and observe a good agreement with the exact numerical results for N_c=3. The 1/N_c^2 admixture of operators with higher anomalous dimensions is shown to be concentrated at a few lowest partonic components and in general is rather weak.",V. M. Braun; G. P. Korchemsky; A. N. Manashov,hep-ph,hep-ph
cond-mat/0001203v1,Symmetry Does Not Allow Canting of Spins in La_{1.4}Sr_{1.6}Mn_2O_7,We analyze the symmetry of all possible magnetic structures of bilayered manganites La_{2-2x}Sr_{1+2x}Mn_2O_7 with doping 0.3 <= x < 0.5 and formulate a corresponding Landau theory of the phase transitions involved. It is shown that canting of spins is not allowed at x=0.3 though is at x=0.4. The observed magnetic reflections from the sample with x=0.3 may be described as arising from two spatially distributed phases with close transition temperatures but different easy axes and ranges of stability. Experimental results are revisited on the basis of the theoretical findings.,Fan Zhong; Z. D. Wang,cond-mat.str-el,cond-mat.str-el; cond-mat.mtrl-sci
cond-mat/0001204v1,"Islands, craters, and a moving surface step on a hexagonally
  reconstructed (100) noble metal surface","Deposition/removal of metal atoms on the hex reconstructed (100) surface of Au, Pt and Ir should present intriguing aspects, since a new island implies hex -> square deconstruction of the substrate, and a new crater the square -> hex reconstruction of the uncovered layer. To obtain a microscopic understanding of how islands/craters form in these conditions, we have conducted simulations of island and crater growth on Au(100), whose atomistic behavior, including the hex reconstruction on top of the square substrate, is well described by mean s of classical many-body forces. By increasing/decreasing the Au coverage on Au(100), we find that island/craters will not grow unless they exceed a critical size of about 8-10 atoms. This value is close to that which explains the nonlinear coverage dependence observed in molecular adsorption on the closely related surface Pt (100). This threshold size is rationalized in terms of a transverse step correlation length, measuring the spatial extent where reconstruction of a given plane is disturbed by the nearby step.",D. Passerone; F. Ercolessi; E. Tosatti,cond-mat.mtrl-sci,cond-mat.mtrl-sci; cond-mat.stat-mech
nucl-th/0001025v3,Solutions of the pion dispersion equation in the medium: new aspects,"In symmetrical nuclear matter the solutions of pion dispersion equation are investigated in the complex plane of the pion frequency \omega. There are three well-known branches of solutions on the physical sheet : sound, pion and isobar, at the matter density less than the critical one \rho <\rho_c. At \rho >\rho_c the fourth branch appears on the physical sheet. For this branch the condition \omega^2_c\leq0 (in general case Re\omega^2_c\leq0) takes place. This points out the instability of the ground state which is possibly related to the pion condensation.",V. A. Sadovnikova,nucl-th,nucl-th
math/0001080v1,Les espaces duaux pour les ensembles ordonnés arbitraires,A duality between general partially ordered sets and certain topolgical spaces with two closures is established.,R. R. Zapatrin,math.GN,math.GN; math.CO; 54E55; 06A15
astro-ph/0001253v1,"The influence of nova nucleosynthesis on the chemical evolution of the
  Galaxy","We adopt up-to-date yields of 7Li, 13C, 15N from classical novae and use a well tested model for the chemical evolution of the Milky Way in order to predict the temporal evolution of these elemental species in the solar neighborhood. In spite of major uncertainties due to our lack of knowledge of metallicity effects on the final products of explosive nucleosynthesis in nova outbursts, we find a satisfactory agreement between theoretical predictions and observations for 7Li and 13C. On the contrary, 15N turns out to be overproduced by about an order of magnitude.",Donatella Romano; Francesca Matteucci,astro-ph,astro-ph
astro-ph/0001254v1,Co Detection of the Extremely Red Galaxy HR10,"CO J = 5 - 4 and J = 2 - 1 emission lines were detected towards the extremely red galaxy (ERG) HR10 (J164502+4626.4) at z=1.44. The CO intensities imply a molecular gas mass M(H2) of 1.6 x 10^{11} h^{-2}_50 solar masses, and, combined with the intensity of the dust continuum, a gas-to-dust mass ratio around 200-400 (assuming galactic values for the conversion factors). The peak of the CO lines are at the same redshift as the [O II]3727 line, but blue- shifted by 430 km s^{-1} from the Halpha line. These CO detections confirm the previous results that HR10 is a highly obscured object with a large thermal far-infrared luminosity and a high star-formation rate. The overall properties of HR10 (CO detection, L_FIR to L'_CO ratio, and FIR to radio flux ratio) clearly favour the hypothesis that its extreme characteristics are related to star-formation processes rather than to a hidden AGN.",Paola Andreani; Andrea Cimatti; Laurent Loinard; Huub Roettgering,astro-ph,astro-ph
math-ph/0001022v1,Perturbed Poeschl-Teller oscillators,"Wave functions and energies are constructed in a short-range Poeschl-Teller well (= negative quadratic secans hyperbolicus) with a quartic perturbation. Within the framework of an innovated, Lanczos-inspired perturbation theory we show that our choice of non-orthogonal basis makes all the corrections given by closed formulae. The first few items are then generated using MAPLE.",Miloslav Znojil,math-ph,math-ph; math.MP; 81Q15
hep-ex/0001037v1,Higgs Searches at LEP2 with the ALEPH Detector,Data collected with the ALEPH detector at centre-of-mass energies between 130 and 189 GeV are used to search for Higgs bosons of the standard model and its supersymmetric extensions. No evidence for a Higgs particle has been found in 256 pb^-1 of LEP2 data. Mass exclusion limits were set.,E. Kneringer,hep-ex,hep-ex
gr-qc/0001038v1,The virtual black hole in 2d quantum gravity,"As shown recently (W. Kummer, H. Liebl, D.V. Vassilevich, Nucl. Phys. B 544, 403 (1999)) 2d quantum gravity theories --- including spherically reduced Einstein-gravity --- after an exact path integral of its geometric part can be treated perturbatively in the loops of (scalar) matter. Obviously the classical mechanism of black hole formation should be contained in the tree approximation of the theory. This is shown to be the case for the scattering of two scalars through an intermediate state which by its effective black hole mass is identified as a ``virtual black hole''. The present discussion is restricted to minimally coupled scalars without and with mass. In the first case the probability amplitude diverges, except the black hole is ``plugged'' by a suitable boundary condition. For massive scalars a finite S-matrix element is obtained.",D. Grumiller; W. Kummer; D. V. Vassilevich,gr-qc,gr-qc; hep-th
math/0001081v1,Trace Functionals of the Kontsevich Quantization,"We generalize the notion of trace to the Kontsevich quantization algebra and show that for all Poisson manifolds representable by quotients of a symplectic manifold by a Hamiltonian action of a nilpotent Lie group, the trace is given by integration with respect to a unimodular volume form.",Alexander Golubev,math.QA,math.QA; math.SG
math/0001082v1,Une identité remarquable en théorie des partitions,"We prove an identity about partitions, previously conjectured in the study of shifted Jack polynomials (math.CO/9903020). The proof given is using $\lambda$-ring techniques. It would be interesting to obtain a bijective proof.",Alain Lascoux; Michel Lassalle,math.CO,math.CO
astro-ph/0001255v1,Metric Perturbations and Inflationary Phase Transitions,We study the out of equilibrium dynamics of inflationary phase transitions and compute the resulting spectrum of metric perturbations relevant to observation. We show that simple single field models of inflation may produce an adiabatic perturbation spectrum with a blue spectral tilt and that the precise spectrum depends on initial conditions at the outset of inflation.,D. Cormier; R. Holman,astro-ph,astro-ph
astro-ph/0001252v1,"On the numerical analysis of triplet pair production cross-sections and
  the mean energy of produced particles for modelling electron-photon cascade
  in a soft photon field","The double and single differential cross-sections with respect to positron and electron energies as well as the total cross-section of triplet production in the laboratory frame are calculated numerically in order to develop a Monte Carlo code for modelling electron-photon cascades in a soft photon field. To avoid numerical integration irregularities of the integrands, which are inherent to problems of this type, we have used suitable substitutions in combination with a modern powerful program code Mathematica allowing one to achieve reliable higher-precission results. The results obtained for the total cross-section closely agree with others estimated analytically or by a different numerical approach. The results for the double and single differential cross-sections turn out to be somewhat different from some reported recently. The mean energy of the produced particles, as a function of the characteristic collisional parameter (the electron rest frame photon energy), is calculated and approximated by an analytical expression that revises other known approximations over a wide range of values of the argument. The primary-electron energy loss rate due to triplet pair production is shown to prevail over the inverse Compton scattering loss rate at several ($\sim$2) orders of magnitude higher interaction energy than that predicted formerly.",V. Anguelov; S. Petrov; L. Gurdev; J. Kourtev,astro-ph,astro-ph; hep-ph
astro-ph/0001256v1,"Radio Properties of the Shapley Concentration. III. Merging Clusters in
  the A3558 Complex","We present the results of a 22 cm radio survey carried out with the A3558 complex, a chain formed by the merging ACO clusters A3556-A3558-A3562 and thetwo groups SC1327-312 and SC1323-313, located in the central region of the complex, a chain formed by the merging ACO clusters A3556-A3558-A3562 and the two groups SC1327-312 and SC1323-313, located in the central region of the Shapley Concentration. The purpose of our survey is to study the effects of cluster mergers on the statistical properties of radio galaxies and to investigate the connection between mergers and the presence of radio halos and relic sources. We found that the radio source counts in the A3558 complex are consistent with the background source counts. Furthermore, we found that no correlation exists between the local density and the radio source power, and that steep spectrum radio galaxies are not segregated in denser optical regions. The radio luminosity function for elliptical and S0 galaxies is significantly lower than that for cluster type galaxies and for those not selected to be in clusters at radio powers logP(1.4) > 22.5, implying that the probability of a galaxy becoming a radio source above this power limit is lower in the Shapley Concentration compared with any other environment. The detection of a head-tail source in the centre of A3562, coupled with careful inspection of the 20 cm NRAO VLA Sky Survey (NVSS) and of 36 cm MOST observations, allowed us to spot two extended sources in the region between A3562 and SC1329-313, i.e. a candidate radio halo at the centre of A3562, and low brightness extended emission around a 14.96 magnitude Shapley galaxy.",T. Venturi; S. Bardelli; R. Morganti; R. W. Hunstead,astro-ph,astro-ph
astro-ph/0001257v1,Identification of the Coronal Sources of the Fast Solar Wind,"The present spectroscopic study of the ultraviolet coronal emission in a polar hole, detected on April 6-9, 1996 with the Ultraviolet Coronagraph Spectrometer aboard the SOHO spacecraft, identifies the inter-plume lanes and background coronal hole regions as the channels where the fast solar wind is preferentially accelerated. In inter-plume lanes, at heliocentric distance 1.7 \rsun, the corona expands at a rate between 105 km/s and 150 km/s, that is, much faster than in plumes where the outflow velocity is between 0 km/s and 65 km/s. The wind velocity is inferred from the Doppler dimming of the O VI $\lambda\lambda$ 1032, 1037 \AA lines, within a range of values, whose lower and upper limit corresponds to anisotropic and isotropic velocity distribution of the oxygen coronal ions, respectively.",S. Giordano; E. Antonucci; G. Noci; M. Romoli; J. L. Kohl,astro-ph,astro-ph
hep-ph/0001131v1,Large-angle Bhabha scattering and luminosity at Daphne,"The accurate knowledge of luminosity at e^+ e^- flavour factories requires the precision calculation of the Bhabha cross section at large scattering angles. In order to achieve a theoretical accuracy at the 0.1% level, the relevant effect of QED radiative corrections is taken into account in the framework of the Parton Shower method, which allows exclusive event generation. On this scheme, a Monte Carlo event generator (BABAYAGA) is developed for data analysis. To test the reliability of the approach, a benchmark calculation, including exact O(alpha) corrections and higher-order leading logarithmic contributions, is developed as well, implemented in a Monte Carlo integrator (LABSPV) and compared in detail with the BABAYAGA predictions. The effect of initial-state and final-state radiation, O(alpha) next-to-leading and higher-order leading corrections is investigated and discussed in the presence of realistic event selections. The theoretical precision of BABAYAGA is estimated to be at the 0.5% level.",C. M. Carloni Calame; C. Lunardini; G. Montagna; O. Nicrosini; F. Piccinini,hep-ph,hep-ph
hep-ph/0001132v2,"Long distance contribution to $B^- \to K^- K^- π^+$, - a searching
  ground mode for new physics","The decay $B^- \to K^- K^- \pi^+$ has been sugested as a test for minimal supersymmetric standard model and for supersymmetric models with R-parity violating couplings, in view of its extreme smallnesss in the standard model. We calculate two long distance contributions to this decay, that associated with $DD$ and $D\pi$ intermediate states and that induced by virtual $D$, $\pi$ mesons. The branching ratio due to these contributions is $6 \times 10^{-12}$, which is somewhat smaller than the standard model short distance result, leaving this decay free for the search of new physics.",S. Fajfer; P. Singer,hep-ph,hep-ph
nucl-th/0001026v1,"Solar Proton Burning Process Revisited within a Covariant Model Based on
  the Bethe-Salpeter Formalism","A covariant model based on the Bethe-Salpeter formalism is proposed for investigating the solar proton burning process $pp\to De^+\nu_e$ and the near-threshold deuteron disintegration via electromagnetic and weak interactions. Results of numerical calculations of the energy dependence of relevant cross sections and the astrophysical low-energy cross section factor $S_{pp}$ of the proton burning process are presented. Our results confirm previous canonical values, and the energy dependence of the $S_{pp}$ factor is rather close to phenomenological extrapolations commonly adopted in computations of solar nuclear reaction rates.",L. P. Kaptari; B. Kämpfer; E. Grosse,nucl-th,nucl-th
cond-mat/0001207v1,Molecular Dynamics for Fermions,The time-dependent variational principle for many-body trial states is used to discuss the relation between the approaches of different molecular dynamics models to describe indistinguishable fermions. Early attempts to include effects of the Pauli principle by means of nonlocal potentials as well as more recent models which work with antisymmetrized many-body states are reviewed under these premises.   Keywords: Many-body theory; Fermion system; Molecular dynamics; Wave-packet dynamics; Time-dependent variational principle; Statistical properties; Canonical ensemble; Ergodicity; Time averaging,H. Feldmeier; J. Schnack,cond-mat.stat-mech,cond-mat.stat-mech; nucl-th; physics.plasm-ph
nucl-th/0001027v1,Production of φMesons in Near-Threshold πN and N N Reactions,"We analyze the production of $\phi$ mesons in $\pi N$ and NN reactions in the near-threshold region, using throughout the conventional ``non-strange'' dynamics based on such processes which are allowed by the non-ideal $\omega-\phi$ mixing. We show that the occurrence of the direct $\phi NN$ interaction may show up in different unpolarized and polarization observables in $\pi N\to N\phi$ reactions. We find a strong non-trivial difference between observables in the reactions $pp\to pp\phi$ and $pn\to pn\phi$ caused by the different role of the spin singlet and triplet states in the entrance channel. A series of predictions for the experimental study of this effect is presented.",A. I. Titov; B. Kämpfer; B. L. Reznik,nucl-th,nucl-th
cond-mat/0001208v1,On the electronic structure of CaCuO2 and SrCuO2,"Recent electronic structure calculations for the prototypical lowdimensional cuprate compounds CaCuO2 ans SrCuO2 performed by Wu et. al. (J. Phys.: Condens. Matter v. 11 p.4637 (1999))are critically reconsidered, applying high precision full-potential bandstructure methods. It is shown that the bandstructure calculations presented by the authors contain several important inconsistencies, which make their main conclusions highly questionable.",H. Rosner; M. Divis; K. Koepernik; S. -L. Drechsler; H. Eschrig,cond-mat.str-el,cond-mat.str-el; cond-mat.supr-con
hep-ph/0001133v2,"Reexamination of the Constraint on Topcolor-Assisted Technicolor Models
  from R_b","Recent study on the charged top-pion correction to R_b shows that it is negative and large, so that the precision experimental value of R_b gives rise to a severe constraint on the topcolor-assisted technicolor models such that the top-pion mass should be of the order of 1 TeV. In this paper, we restudy this constraint by further taking account the extended technicolor gauge boson correction which is positive. With this positive contribution to R_b, the constraint on the topcolor-assisted technicolor models from R_b changes significantly. The top-pion mass is allowed to be in the region of a few hundred GeV depending on the models.",Chongxing Yue; Yu-Ping Kuang; Xue-Lei Wang; Weibin Li,hep-ph,hep-ph
cond-mat/0001209v1,"Magnetoconductivity of icosahedral and amorphous Al-Pd-Re films - a
  comparison","The magnetoconductivity of quasicrystals is often discussed in the frame of quantum corrections, namely weak (anti-) localiza-tion and electron-electron interaction. A premise for both effects is a strong elastic scattering of conduction electrons. Amorphous and icosahedral phases are discussed as Hume-Rothery alloys with an electronically induced structural peak at the diameter of the Fermi sphere. Therefore, both should exhibit quantum corrections. The preparation of quasicrystalline films via the amorphous route offers the possibility to compare the magnetoconductivity on samples of identical composition but different structure. We report on magnetoconduc-tivity measurements at temperatures between 0.2 K and 22 K and for magnetic fields up to 16 T. With the exception of the electronic diffusion constant, amorphous as well as icosahedral Al-Pd-Re films can be described by nearly the same set of parameters if the samples are well on the metallic side of the metal-insulator transition.",R. Haberkern; R. Rosenbaum; H. Bekar; M. Pilosof; A. Milner; A. Gerber; P. Häussler,cond-mat.dis-nn,cond-mat.dis-nn
cond-mat/0001210v2,"Anisotropy of the Energy Gap in the Insulating Phase of the U-t-t'
  Hubbard Model","We apply a diagrammatic expansion method around the atomic limit (U >> t) for the U-t-t' Hubbard model at half filling and finite temperature by means of a continued fraction representation of the one-particle Green's function. From the analysis of the spectral function A(\vec{k},\omega) we find an energy dispersion relation with a (cos k_x-cos k_y)^2 modulation of the energy gap in the insulating phase. This anisotropy is compared with experimental ARPES results on insulating cuprates.",Ph. Brune; A. P. Kampf,cond-mat.str-el,cond-mat.str-el
cond-mat/0001205v1,"Irreversibility Line in Nb/CuMn Multilayers with a Regular Array of
  Antidots","The transport properties of Nb/CuMn multilayers with a regular array of electron beam lithography obtained antidots have been measured at different temperatures in the presence of external perpendicular magnetic fields. Hysteretical I-V characteristics have been observed which disappear when approaching the upper critical magnetic field curve H_{c2}(T). Comparing these data with other results (Arrhenius plots of resistive transition curves, logV-logI characteristics) we have been able to relate the onset of the hysteresis to the presence of an irreversibility line. We discuss several possible mechanisms to clarify the nature of this line. Among them the most plausible seems to be the vortex melting mainly induced by quantum fluctuations.",C. Attanasio; T. Di Luccio; L. V. Mercaldo; S. L. Prischepa; R. Russo; M. Salvato; L. Maritato; S. Barbanera; A. Tuissi,cond-mat.supr-con,cond-mat.supr-con
nlin/0001030v1,"Incomplete approach to homoclinicity in a model with bent-slow manifold
  geometry","The dynamics of a model, originally proposed for a type of instability in plastic flow, has been investigated in detail. The bifurcation portrait of the system in two physically relevant parameters exhibits a rich variety of dynamical behaviour, including period bubbling and period adding or Farey sequences. The complex bifurcation sequences, characterized by Mixed Mode Oscillations, exhibit partial features of Shilnikov and Gavrilov-Shilnikov scenario. Utilizing the fact that the model has disparate time scales of dynamics, we explain the origin of the relaxation oscillations using the geometrical structure of the bent-slow manifold. Based on a local analysis, we calculate the maximum number of small amplitude oscillations, $s$, in the periodic orbit of $L^s$ type, for a given value of the control parameter. This further leads to a scaling relation for the small amplitude oscillations. The incomplete approach to homoclinicity is shown to be a result of the finite rate of `softening' of the eigen values of the saddle focus fixed point. The latter is a consequence of the physically relevant constraint of the system which translates into the occurrence of back-to-back Hopf bifurcation.",S. Rajesh; G. Ananthakrishna,nlin.CD,nlin.CD; cond-mat.mtrl-sci
astro-ph/0001258v3,Probing The Structure of Space-Time with Cosmic Rays,The study of the interactions of Cosmic Rays (CR's) with universal diffuse background radiation can provide very stringent tests of the validity of Special Relativity. The interactions we consider are the ones characterized by well defined energy thresholds whose energy position can be predicted on the basis of Special Relativity. We argue that the experimental confirmation of the existence of these thresholds can in principle put very stringent limits on the scale where Special Relativity and/or continuity of space-time may possibly break down.,R. Aloisio; P. Blasi; P. L. Ghia; A. F. Grillo,astro-ph,astro-ph; gr-qc; hep-ph
cs/0001010v1,A Real World Implementation of Answer Extraction,"In this paper we describe ExtrAns, an answer extraction system. Answer extraction (AE) aims at retrieving those exact passages of a document that directly answer a given user question. AE is more ambitious than information retrieval and information extraction in that the retrieval results are phrases, not entire documents, and in that the queries may be arbitrarily specific. It is less ambitious than full-fledged question answering in that the answers are not generated from a knowledge base but looked up in the text of documents. The current version of ExtrAns is able to parse unedited Unix ""man pages"", and derive the logical form of their sentences. User queries are also translated into logical forms. A theorem prover then retrieves the relevant phrases, which are presented through selective highlighting in their context.",D. Molla; J. Berri; M. Hess,cs.CL,cs.CL; H.3.1; I.2.3; I.2.7
cond-mat/0001206v1,The single electron R-pump: first experiment,"We fabricated and tested the single electron R-pump, i.e. a three-junction Al circuit with on-chip Cr resistors. We show that due to the presence of the resistors (R > h/e^2 = 25.8 kOhm), the accuracy of electron transfer in the R-pump can approach the level of 10^-8. Preliminary results of experiment with the R-pump made at PTB are reported.",S. V. Lotkhov; S. A. Bogoslovsky; A. B. Zorin; J. Niemeyer,cond-mat.mes-hall,cond-mat.mes-hall
